Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
Narendra Modi,"Putin continues to criticize Zelenskyy and the West as Modi calls him, offers to mediate","{'name': 'Deccan Herald', 'icon': 'https://lh3.googleusercontent.com/vx6XRVNJWUlNOJ3yf1IzadkFok5xsOVLj6KyxSazaJpeS3nMoRdtRNuZAQZh_2zBWfdBl08EpA', 'authors': ['Anirban Bhaumik']}","08/27/2024, 09:28 AM, +0000 UTC",https://www.deccanherald.com/india/narendra-modi-speaks-to-vladimir-putin-shares-insights-on-ukraine-visit-3165800,positive,"The Fugitive Economic Offenders Bill, 2018",Targeted economic offenders who fled the country.,,,,,,,
Narendra Modi,Will Ukraine President Accept PM Modi's India Invite? What Zelensky Told NDTV,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Pushkar Tiwari', 'Umashankar Singh']}","08/24/2024, 07:40 AM, +0000 UTC",https://www.ndtv.com/india-news/ndtv-asked-ukraine-president-volodymyr-zelensky-about-pm-narendra-modis-invitation-to-india-his-reply-6407191,positive,"The Arbitration and Conciliation (Amendment) Act, 2019",Improved the arbitration process in India.,,,,,,,
Narendra Modi,"PM Modi speaks to US President Joe Biden, discusses Ukraine situation, safety and security of Hindus in Bangladesh | Today News","{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}","08/26/2024, 04:32 PM, +0000 UTC",https://www.livemint.com/news/world/pm-modi-speaks-to-us-president-joe-biden-discusses-ukraine-situation-safety-and-security-of-hindus-in-bangladesh-11724689392970.html,positive,"The New Delhi International Arbitration Centre Act, 2019",Established an arbitration center to resolve disputes.,,,,,,,
Narendra Modi,"Ã¢ÂÂCrime against women an unpardonable sinÃ¢ÂÂ, says PM Modi","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Aryan Prakash']}","08/25/2024, 09:05 AM, +0000 UTC",https://www.hindustantimes.com/india-news/crime-against-women-an-unpardonable-sin-says-pm-modi-101724575898507.html,neutral,"The Personal Data Protection Bill, 2019",Introduced a framework for data protection and privacy.,,,,,,,
Narendra Modi,"After Ukraine visit and call from Biden, Modi speaks to Putin","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Suhasini Haidar']}","08/27/2024, 09:47 AM, +0000 UTC",https://www.thehindu.com/news/national/pm-modi-speaks-with-russias-putin-addresses-recent-visit-to-ukraine/article68572167.ece,positive,"The Special Protection Group (Amendment) Act, 2019",Limited SPG protection to the Prime Minister and his immediate family.,,,,,,,
Narendra Modi,Pakistan needs a leader like Narendra Modi; nationalism has worked well for India: Pak politician | Today News,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Sounak Mukherjee']}","08/25/2024, 12:26 PM, +0000 UTC",https://www.livemint.com/news/world/pakistan-needs-a-leader-like-narendra-modi-nationalism-has-worked-well-for-india-pak-politician-11724588320598.html,positive,"The National Institute of Design (Amendment) Act, 2019",Upgraded National Institutes of Design to Institutions of National Importance.,,,,,,,
Narendra Modi,Ukraine's Zelenskiy says he would support India hosting second summit on peace,"{'name': 'Reuters India', 'icon': 'https://lh3.googleusercontent.com/P7hozhx1fnn_aAUwgsRjyaeJZ7jiC2bmh_AhaUoYtRVrQwaoRm0Ipgsge_vYqjL6kmiQDmW_FA'}","08/25/2024, 12:52 PM, +0000 UTC",https://www.reuters.com/world/india/ukraines-zelenskiy-says-he-would-support-india-hosting-second-summit-peace-2024-08-25/,neutral,"The Citizenship (Amendment) Act, 2019",Provided a pathway for non-Muslim immigrants to acquire Indian citizenship.,,,,,,,
Narendra Modi,"""Stressed On Peaceful Resolution Of Conflict"": PM, Putin Speak After His Ukraine Visit","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/27/2024, 10:34 AM, +0000 UTC",https://www.ndtv.com/india-news/pm-modi-putin-exchange-perspectives-on-russia-ukraine-conflict-6428310,positive,"The Arms (Amendment) Act, 2019",Tightened gun control laws in India.,,,,,,,
Narendra Modi,"PM Modi, Joe Biden discuss Ukraine conflict, Bangladesh unrest","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","08/26/2024, 04:25 PM, +0000 UTC",https://www.hindustantimes.com/india-news/pm-modi-joe-biden-discuss-ukraine-conflict-bangladesh-unrest-101724689427678.html,neutral,"The Jammu and Kashmir Official Languages Act, 2020","Added Kashmiri, Dogri, and Hindi as official languages.",,,,,,,
Narendra Modi,"PM Modi invites President Zelensky to visit India; he says would be happy to come to the ""great"" nation","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","08/23/2024, 09:51 PM, +0000 UTC",https://www.thehindu.com/news/national/pm-modi-invites-president-zelensky-to-visit-india-he-says-would-be-happy-to-come-to-the-great-nation/article68560210.ece,positive,"The Mines and Minerals (Development and Regulation) Amendment Act, 2021",Reformed the mining sector.,,,,,,,
Narendra Modi,Narendra ModiÃ¢ÂÂs third term as IndiaÃ¢ÂÂs prime minister may prove the most challenging,"{'name': 'The Associated Press', 'icon': 'https://lh3.googleusercontent.com/M087pJgRw3PLf4gl-Y7U-tJn6uaN99AUbFIuX7fmMnhq5QeNylJQMq_UeYPPVaEPk-5jL9I3QA'}","06/09/2024, 07:00 AM, +0000 UTC",https://apnews.com/article/india-modi-bjp-profile-a89b28e57acee6193eb6faee1d05bb83,positive,"The Medical Termination of Pregnancy (Amendment) Act, 2021",Extended the permissible period for abortion in specific cases.,,,,,,,
Narendra Modi,"PM Modi speaks to US president Joe Biden, discusses recent visit to war-torn Ukraine","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/26/2024, 04:32 PM, +0000 UTC",https://timesofindia.indiatimes.com/india/pm-modi-speaks-to-us-president-joe-biden-discusses-recent-visit-to-war-torn-ukraine/articleshow/112814661.cms,positive,"The Major Port Authorities Act, 2021",Granted more autonomy to major ports in India.,,,,,,,
Narendra Modi,"PM Modi attempts a tricky balance in Kyiv, as U.S. and Russia watch closely","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Suhasini Haidar']}","08/22/2024, 11:21 AM, +0000 UTC",https://www.thehindu.com/news/national/pm-modi-attempts-a-tricky-balance-in-kyiv-as-us-and-russia-watch-closely/article68554189.ece,positive,"The Coconut Development Board (Amendment) Act, 2021",Enhanced powers of the Coconut Development Board.,,,,,,,
Narendra Modi,How SPG thwarted a possible threat to PM Modi at Gandhi statue venue in Kyiv,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Shishir Gupta']}","08/24/2024, 02:27 AM, +0000 UTC",https://www.hindustantimes.com/india-news/how-spg-thwarted-a-possible-threat-to-pm-modi-at-gandhi-statue-venue-in-kyiv-101724434667746.html,neutral,"The Taxation Laws (Amendment) Act, 2021",Resolved pending disputes regarding retrospective taxation.,,,,,,,
Narendra Modi,'Reiterated India's firm commitment to ... ': PM Modi speaks to Russia's Putin after Ukraine visit,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/27/2024, 10:31 AM, +0000 UTC",https://timesofindia.indiatimes.com/india/reiterated-indias-firm-commitment-to-pm-modi-speaks-to-russias-putin-after-ukraine-visit/articleshow/112833831.cms,positive,"The Assisted Reproductive Technology (Regulation) Act, 2021",Regulated assisted reproductive technology services.,,,,,,,
Narendra Modi,A Striking Setback for IndiaÃ¢ÂÂs Narendra Modi,"{'name': 'The New Yorker', 'icon': 'https://lh3.googleusercontent.com/6vT5RqPc9XCYhawpNqO-aGtFd602Qo8NDT4d35LGIq6k_X7w27k3Yx-5RGdOCLIStdf3qpElkw', 'authors': ['Isaac Chotiner']}","06/09/2024, 07:00 AM, +0000 UTC",https://www.newyorker.com/magazine/2024/06/17/a-striking-setback-for-indias-narendra-modi,positive,"The Surrogacy (Regulation) Act, 2021",Banned commercial surrogacy and allowed altruistic surrogacy.,,,,,,,
Narendra Modi,"How global media covered PM Narendra Modi's historic Ukraine visit, meeting with President Zelensky","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['aniruddha DHAR']}","08/24/2024, 01:14 AM, +0000 UTC",https://www.hindustantimes.com/india-news/how-global-media-covered-pm-narendra-modis-historic-ukraine-visit-meeting-with-president-zelensky-101724459271811.html,neutral,"The Juvenile Justice (Care and Protection of Children) Amendment Act, 2021",Empowered district magistrates in adoption cases.,,,,,,,
Narendra Modi,Modi & Putin Ã¢ÂÂexchange perspectivesÃ¢ÂÂ on Russia-Ukraine conflict a day after PMÃ¢ÂÂs call with Biden,"{'name': 'ThePrint', 'icon': 'https://lh3.googleusercontent.com/haO6a652o2FAsyhyEPHevk4BGBw8m-El3DJNqMgwfIPjKF7TWXmhK-FXZzl-tqD9sH6nci6bYA', 'authors': ['Keshav Padmanabhan']}","08/27/2024, 12:18 PM, +0000 UTC",https://theprint.in/diplomacy/modi-putin-exchange-perspectives-on-russia-ukraine-conflict-a-day-after-pms-call-with-biden/2240545/,positive,"The Essential Defence Services Act, 2021",Prohibited strikes in essential defense services.,,,,,,,
Narendra Modi,India's popular but polarizing leader Narendra Modi is extending his decade in power. Who is he?,"{'name': 'The Associated Press', 'icon': 'https://lh3.googleusercontent.com/M087pJgRw3PLf4gl-Y7U-tJn6uaN99AUbFIuX7fmMnhq5QeNylJQMq_UeYPPVaEPk-5jL9I3QA'}","06/04/2024, 07:00 AM, +0000 UTC",https://apnews.com/article/india-election-results-2024-lok-sabha-who-is-modi-bjp-c3a4102d70c5c72e98b26874e1733279,positive,"The Airports Economic Regulatory Authority of India (Amendment) Act, 2021",Provided for a single tariff structure for airports.,,,,,,,
Narendra Modi,"Not neutral, India on the side of peace, says PM Modi in Ukraine as Ã¢ÂÂlandmarkÃ¢ÂÂ visit ends","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Dinakar Peri']}","08/23/2024, 01:06 PM, +0000 UTC",https://www.thehindu.com/news/national/prime-minsiter-narendra-modi-on-a-historic-visit-to-ukraine-on-august-23-2024/article68558850.ece,positive,"The Deposit Insurance and Credit Guarantee Corporation (Amendment) Act, 2021",Enhanced deposit insurance cover for bank deposits.,,,,,,,
Narendra Modi,"Evening briefing: Modi Cabinet's nod to 12 industrial sites; Kangana Ranaut responds to BJP's public rebuke, and more","{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","08/28/2024, 12:26 PM, +0000 UTC",https://www.hindustantimes.com/india-news/evening-briefing-modi-cabinets-nod-to-12-industrial-sites-kangana-ranaut-responds-to-bjps-public-rebuke-and-more-101724843537696.html,neutral,"The Tribunals Reforms Act, 2021",Streamlined the tribunal system in India.,,,,,,,
Narendra Modi,An Expert Explains: Why Prime Minister Narendra ModiÃ¢ÂÂs visit to Ukraine is significant,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Raja Mohan']}","08/23/2024, 01:30 AM, +0000 UTC",https://indianexpress.com/article/explained/an-expert-explains-why-prime-minister-narendra-modis-visit-to-kyiv-is-significant-9528324/,positive,"The General Insurance Business (Nationalisation) Amendment Act, 2021",Facilitated privatization in the generalHere is the table continued from where it left off,,,,,,,
Narendra Modi,"PM Modi-Biden Phone Call Over Ukraine, Safety Of Hindus In Bangladesh","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/26/2024, 04:28 PM, +0000 UTC",https://www.ndtv.com/india-news/pm-modi-biden-phone-call-over-ukraine-safety-of-hindus-in-bangladesh-6423688,positive,"Tribunals Reforms (Rationalisation and Conditions of Service) Act, 2021",Reformed the tribunal system to streamline the judicial process.,,,,,,,
Narendra Modi,"Crime against women unpardonable sin: PM Modi amid uproar over Kolkata, Badlapur cases; says 'strengthening laws toÃ¢ÂÂ¦' | Today News","{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}","08/25/2024, 08:49 AM, +0000 UTC",https://www.livemint.com/news/india/strengthening-laws-to-ensure-stringent-punishment-for-those-perpetrating-crimes-against-women-pm-modi-jalgaon-11724575267727.html,positive,"The Insurance (Amendment) Act, 2021",Increased the foreign investment limit in the insurance sector from 49% to 74%.,,,,,,,
Narendra Modi,How Foreign Media Covered PM Modi's Visit To Ukraine,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Debanish Achom']}","08/24/2024, 05:03 AM, +0000 UTC",https://www.ndtv.com/india-news/foreign-media-on-pm-narendra-modi-and-volodymyr-zelensky-meeting-in-ukraine-5-points-6406391,positive,"The Jammu and Kashmir Reorganisation (Amendment) Act, 2021",Allowed the merger of the Jammu and Kashmir cadre of civil services with the AGMUT cadre.,,,,,,,
Narendra Modi,"India's prime minister, humbled by voters, is sworn in again","{'name': 'NPR', 'icon': 'https://lh3.googleusercontent.com/n1J5BgiRjTv0UA7P7ow6a4W1NsYEz8yc-Cbr539Q-le21-0uoqwGOIItzyalR8JOHXxwAL7eng', 'authors': ['Diaa Hadid']}","06/09/2024, 07:00 AM, +0000 UTC",https://www.npr.org/2024/06/09/nx-s1-4997678/india-prime-minister-narendra-modi-third-term,positive,"The Banking Regulation (Amendment) Act, 2020",Empowered the RBI to have better control over cooperative banks.,,,,,,,
Narendra Modi,Not taking sides: On Prime Minister ModiÃ¢ÂÂs Ukraine visit,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","08/23/2024, 06:50 PM, +0000 UTC",https://www.thehindu.com/opinion/editorial/not-taking-sides-on-the-prime-ministers-ukraine-visit/article68559349.ece,positive,"The Aircraft (Amendment) Act, 2020",Enhanced safety and security measures in civil aviation.,,,,,,,
Narendra Modi,140 crore Indians rooting for your success: PM Modi wishes Team India ahead of Paris Paralympics,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/28/2024, 04:20 PM, +0000 UTC",https://timesofindia.indiatimes.com/sports/paris-paralympics/140-crore-indians-rooting-for-your-success-pm-modi-wishes-team-india-ahead-of-paris-paralympics/articleshow/112873777.cms,positive,"The National Education Policy, 2020",Introduced a new education policy to transform the Indian education system.,,,,,,,
Narendra Modi,A weakened Narendra Modi subsidises jobs and doles out pork,"{'name': 'The Economist', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.economist.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/23/2024, 07:00 AM, +0000 UTC",https://www.economist.com/asia/2024/07/23/a-weakened-narendra-modi-subsidises-jobs-and-doles-out-pork,positive,"The Finance Act, 2020","Brought several amendments to tax laws, including the introduction of a new income tax regime.",,,,,,,
Narendra Modi,"""Conflict Particularly Devastating For Children"": PM Modi In Ukraine","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/23/2024, 10:11 AM, +0000 UTC",https://www.ndtv.com/india-news/conflict-particularly-devastating-for-children-pm-modi-in-ukraine-6400790,negative,"The Mineral Laws (Amendment) Act, 2020",Allowed for private participation in the coal mining sector.,,,,,,,
Narendra Modi,Modi is accused of using hate speech for calling Muslims 'infiltrators' at an Indian election rally,"{'name': 'The Associated Press', 'icon': 'https://lh3.googleusercontent.com/M087pJgRw3PLf4gl-Y7U-tJn6uaN99AUbFIuX7fmMnhq5QeNylJQMq_UeYPPVaEPk-5jL9I3QA', 'authors': ['Krutika Pathi']}","04/23/2024, 07:00 AM, +0000 UTC",https://apnews.com/article/india-election-modi-muslims-congress-hate-speech-90f70cfae68d39ecc80a90acab6e3e00,positive,"The Code on Wages, 2019",Provided a uniform set of wage laws applicable to all workers in India.,,,,,,,
Narendra Modi,Crimes Against Women Unforgivable: PM Modi Amid Kolkata Rape-Murder Protests,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Debanish Achom']}","08/25/2024, 08:49 AM, +0000 UTC",https://www.ndtv.com/india-news/crimes-against-women-unforgivable-pm-modi-amid-kolkata-rape-murder-protests-6414142,positive,"The Coconut Development Board (Amendment) Act, 2021",Enhanced the powers of the Coconut Development Board.,,,,,,,
Narendra Modi,"Across Houston, Indian Americans respond to Indian Prime Minister Narendra ModiÃ¢ÂÂs re-election","{'name': 'Houston Public Media', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.houstonpublicmedia.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['Natalie Weber']}","06/19/2024, 07:00 AM, +0000 UTC",https://www.houstonpublicmedia.org/articles/news/international/2024/06/19/491022/across-houston-indian-americans-respond-to-indian-prime-minister-narendra-modis-re-election/,positive,"The Bilateral Netting of Qualified Financial Contracts Act, 2020",Provided legal clarity on bilateral netting of financial contracts.,,,,,,,
Narendra Modi,'30 Crore Women Have Benefitted': PM Modi Celebrates 10 Years Of Jan Dhan Yojana,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/28/2024, 11:56 AM, +0000 UTC",https://www.ndtv.com/india-news/30-crore-women-have-benefitted-pm-modi-celebrates-10-years-of-jan-dhan-yojana-6437294,positive,"The Dam Safety Act, 2021",Provided a regulatory framework for ensuring the safety of dams in India.,,,,,,,
Narendra Modi,"'If Bengal burns ... ': Mamata Banerjee targets PM Modi over protests, warns of consequences; BJP hits ba","{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/28/2024, 01:51 PM, +0000 UTC",https://timesofindia.indiatimes.com/india/if-bengal-burns-mamata-banerjee-targets-pm-modi-over-protests-warns-of-consequences-bjp-hits-back/articleshow/112870248.cms,positive,"The National Commission for Homoeopathy (Amendment) Act, 2021",Improved governance of the homeopathy sector.,,,,,,,
